Subject,Item,Status,Manipulability,Actual RT,Accuracy
50,plant,Old,nonmanipulable,825,0
50,Laine-pintta,New,NA,722,1
50,strainer,Old,manipulable,883,1
50,colander,New,manipulable,777,1
50,Eals10,Old,NA,767,1
50,Eals29,Old,NA,730,1
50,potter29,New,NA,723,1
50,vacuum,Old,manipulable,792,1
50,Eals32,New,NA,806,0
50,potter1,New,NA,712,1
50,shark,Old,nonmanipulable,729,1
50,potter27,New,NA,710,1
50,saturn,Old,nonmanipulable,687,1
50,mug,New,manipulable,782,1
50,Laine-vemmel,New,NA,699,1
50,Laine-PALIN,Old,NA,781,0
50,cane,New,manipulable,919,1
52,tepee,Old,nonmanipulable,918,1
52,potter24,New,NA,859,1
52,Laine-LUISTI,New,NA,1281,1
52,bellows,New,manipulable,877,1
52,potter9,Old,NA,951,1
52,legos,Old,manipulable,843,1
52,heater,New,nonmanipulable,789,1
52,Laine-RIITMOTT,Old,NA,775,1
52,mouse,New,manipulable,956,1
52,Eals23,Old,NA,744,1
52,whisk,New,manipulable,1029,0
52,razor,New,manipulable,727,1
52,Plank17,Old,NA,836,1
52,chimney,Old,nonmanipulable,576,0
52,Eals14,New,NA,912,1
52,sloth,Old,nonmanipulable,945,1
52,stamp,New,manipulable,1171,0
52,battery,New,manipulable,990,1
52,Laine-HOYLA,New,NA,949,1
52,Eals08,Old,NA,746,1
52,whale,New,nonmanipulable,963,1
52,Eals12,New,NA,932,1
52,potter12,Old,NA,1256,1
52,potter16,New,NA,775,1
52,needle,Old,manipulable,844,1
52,frisbee,New,manipulable,779,1
52,moose,New,nonmanipulable,856,1
52,kirk1,Old,NA,644,1
52,Eals19,New,NA,1058,0
52,Plank45,New,NA,714,1
52,drawer,New,nonmanipulable,780,1
52,Laine-ROVE,Old,NA,1042,0
52,potter11,New,NA,740,1
52,headphones,Old,manipulable,1112,1
52,ruler,Old,manipulable,737,1
52,Laine-AMPUUSI,New,NA,791,1
52,potter17,Old,NA,996,1
52,battleship,Old,nonmanipulable,882,1
52,Plank25,New,NA,750,1
52,Plank36,New,NA,786,1
52,Eals22,Old,NA,652,1
52,jellyfish,New,nonmanipulable,728,1
52,Plank4,Old,NA,1195,1
52,yo-yo,Old,manipulable,849,1
52,ladybug,Old,nonmanipulable,745,1
52,Eals26,New,NA,804,1
52,crab,Old,nonmanipulable,792,1
52,potter22,Old,NA,874,1
52,Laine-JYRSIN,Old,NA,830,1
52,bucket,New,manipulable,698,1
52,Plank5,Old,NA,726,0
52,fountain,New,nonmanipulable,725,1
52,cymbals,New,manipulable,721,1
52,watering-can,Old,manipulable,828,1
52,Plank11,New,NA,936,1
52,starfish,New,nonmanipulable,790,1
52,Laine-karttu,Old,NA,734,1
52,ram,New,nonmanipulable,749,1
52,Plank37,New,NA,797,1
52,potter7,Old,NA,780,1
52,Plank13,Old,NA,1152,1
52,hamster,Old,nonmanipulable,771,1
52,pitcher,New,manipulable,1548,1
52,teapot,Old,manipulable,599,1
52,potter26,Old,NA,901,0
52,Plank3,Old,NA,716,0
52,Laine-tuura,New,NA,1009,0
52,matches,Old,manipulable,785,1
52,potter14,New,NA,748,1
52,hippopotamus,Old,nonmanipulable,738,1
52,potter6,New,NA,892,1
52,frog,New,nonmanipulable,1070,0
52,floss,Old,manipulable,899,1
52,firetruck,New,nonmanipulable,844,0
52,Laine-NORHA,Old,NA,813,1
52,camcorder,Old,manipulable,976,1
52,weasel,New,nonmanipulable,760,1
52,Laine-KALKKU,Old,NA,1165,1
52,potter8,Old,NA,1028,0
52,Laine-LAVISTIN,New,NA,813,1
52,tank,New,nonmanipulable,1062,1
52,bottle,New,manipulable,688,1
52,Laine-naskain,Old,NA,668,1
52,llama,Old,nonmanipulable,711,1
52,toaster,New,manipulable,693,1
52,Plank48,New,NA,857,1
52,potter3,New,NA,684,1
52,Plank49,Old,NA,765,1
52,dolphin,Old,nonmanipulable,827,1
52,trombone,Old,manipulable,868,1
52,brain,New,nonmanipulable,729,1
52,potter15,Old,NA,1031,0
52,satellite,New,nonmanipulable,983,1
52,tape,Old,manipulable,638,1
52,stoplight,Old,nonmanipulable,680,1
52,Laine-MAALITSA,Old,NA,791,1
52,Laine-LISTIN,New,NA,1042,1
52,Laine-kosseli,Old,NA,844,1
52,mammoth,New,nonmanipulable,789,0
52,platypus,Old,nonmanipulable,937,1
52,Laine-pynna,Old,NA,609,1
52,compass,New,manipulable,777,1
52,potter4,New,NA,790,1
52,Plank50,Old,NA,933,0
52,hose,Old,manipulable,721,1
52,barbell,Old,manipulable,1118,1
52,Laine-HAAHLA,New,NA,971,1
52,seaturtle,New,nonmanipulable,799,1
52,plank108,New,NA,792,0
52,lighthouse,Old,nonmanipulable,598,0
52,Laine-liippa,New,NA,807,1
52,plant,Old,nonmanipulable,633,1
52,Laine-pintta,New,NA,738,1
52,strainer,Old,manipulable,763,1
52,colander,New,manipulable,1128,1
52,Eals10,Old,NA,1214,1
52,Eals29,Old,NA,1248,0
52,potter29,New,NA,711,1
52,vacuum,Old,manipulable,646,1
52,Eals32,New,NA,1110,1
52,potter1,New,NA,691,1
52,shark,Old,nonmanipulable,1114,1
52,potter27,New,NA,668,1
52,saturn,Old,nonmanipulable,665,1
52,mug,New,manipulable,845,1
52,Laine-vemmel,New,NA,594,1
52,Laine-PALIN,Old,NA,848,1
52,cane,New,manipulable,605,1
56,tepee,Old,nonmanipulable,829,1
56,potter24,New,NA,887,0
56,Laine-LUISTI,New,NA,1135,1
56,bellows,New,manipulable,885,1
56,potter9,Old,NA,650,0
56,legos,Old,manipulable,550,1
56,heater,New,nonmanipulable,609,1
56,Laine-RIITMOTT,Old,NA,666,1
56,mouse,New,manipulable,691,1
56,Eals23,Old,NA,910,1
56,whisk,New,manipulable,625,1
56,razor,New,manipulable,546,1
56,Plank17,Old,NA,713,0
56,chimney,Old,nonmanipulable,894,1
56,Eals14,New,NA,597,1
56,sloth,Old,nonmanipulable,627,1
56,stamp,New,manipulable,668,1
56,battery,New,manipulable,657,1
56,Laine-HOYLA,New,NA,561,1
56,Eals08,Old,NA,502,0
56,whale,New,nonmanipulable,621,1
56,Eals12,New,NA,581,1
56,potter12,Old,NA,555,0
56,potter16,New,NA,521,1
56,needle,Old,manipulable,518,1
56,frisbee,New,manipulable,577,1
56,moose,New,nonmanipulable,575,1
56,kirk1,Old,NA,986,1
56,Eals19,New,NA,494,0
56,Plank45,New,NA,613,1
56,drawer,New,nonmanipulable,567,1
56,Laine-ROVE,Old,NA,970,0
56,potter11,New,NA,464,1
56,headphones,Old,manipulable,555,0
56,ruler,Old,manipulable,623,1
56,Laine-AMPUUSI,New,NA,665,1
56,potter17,Old,NA,531,0
56,battleship,Old,nonmanipulable,519,1
56,Plank25,New,NA,511,1
56,Plank36,New,NA,444,1
56,Eals22,Old,NA,556,1
56,jellyfish,New,nonmanipulable,633,1
56,Plank4,Old,NA,581,0
56,yo-yo,Old,manipulable,686,1
56,ladybug,Old,nonmanipulable,783,1
56,Eals26,New,NA,635,1
56,crab,Old,nonmanipulable,843,1
56,potter22,Old,NA,582,0
56,Laine-JYRSIN,Old,NA,609,0
56,bucket,New,manipulable,953,1
56,Plank5,Old,NA,617,0
56,fountain,New,nonmanipulable,612,1
56,cymbals,New,manipulable,688,1
56,watering-can,Old,manipulable,565,1
56,Plank11,New,NA,678,1
56,starfish,New,nonmanipulable,543,1
56,Laine-karttu,Old,NA,483,0
56,ram,New,nonmanipulable,668,1
56,Plank37,New,NA,553,1
56,potter7,Old,NA,1001,0
56,Plank13,Old,NA,538,0
56,hamster,Old,nonmanipulable,698,1
56,pitcher,New,manipulable,528,1
56,teapot,Old,manipulable,837,1
56,potter26,Old,NA,601,0
56,Plank3,Old,NA,747,0
56,Laine-tuura,New,NA,1097,0
56,matches,Old,manipulable,631,1
56,potter14,New,NA,522,1
56,hippopotamus,Old,nonmanipulable,675,1
56,potter6,New,NA,584,1
56,frog,New,nonmanipulable,732,0
56,floss,Old,manipulable,605,1
56,firetruck,New,nonmanipulable,912,0
56,Laine-NORHA,Old,NA,813,0
56,camcorder,Old,manipulable,761,1
56,weasel,New,nonmanipulable,707,1
56,Laine-KALKKU,Old,NA,900,1
56,potter8,Old,NA,618,0
56,Laine-LAVISTIN,New,NA,549,1
56,tank,New,nonmanipulable,739,0
56,bottle,New,manipulable,813,1
56,Laine-naskain,Old,NA,770,1
56,llama,Old,nonmanipulable,701,1
56,toaster,New,manipulable,611,1
56,Plank48,New,NA,540,1
56,potter3,New,NA,530,1
56,Plank49,Old,NA,489,0
56,dolphin,Old,nonmanipulable,1201,1
56,trombone,Old,manipulable,662,1
56,brain,New,nonmanipulable,620,1
56,potter15,Old,NA,913,0
56,satellite,New,nonmanipulable,670,1
56,tape,Old,manipulable,592,1
56,stoplight,Old,nonmanipulable,611,1
56,Laine-MAALITSA,Old,NA,836,1
56,Laine-LISTIN,New,NA,559,1
56,Laine-kosseli,Old,NA,835,0
56,mammoth,New,nonmanipulable,1790,0
56,platypus,Old,nonmanipulable,575,1
56,Laine-pynna,Old,NA,678,1
56,compass,New,manipulable,620,1
56,potter4,New,NA,568,1
56,Plank50,Old,NA,396,0
56,hose,Old,manipulable,681,1
56,barbell,Old,manipulable,678,1
56,Laine-HAAHLA,New,NA,599,0
56,seaturtle,New,nonmanipulable,703,0
56,plank108,New,NA,959,1
56,lighthouse,Old,nonmanipulable,730,1
56,Laine-liippa,New,NA,699,1
56,plant,Old,nonmanipulable,1282,0
56,Laine-pintta,New,NA,737,1
56,strainer,Old,manipulable,554,1
56,colander,New,manipulable,471,0
56,Eals10,Old,NA,653,1
56,Eals29,Old,NA,864,1
56,potter29,New,NA,498,1
56,vacuum,Old,manipulable,895,1
56,Eals32,New,NA,734,0
56,potter1,New,NA,507,1
56,shark,Old,nonmanipulable,744,1
56,potter27,New,NA,560,1
56,saturn,Old,nonmanipulable,578,1
56,mug,New,manipulable,710,1
56,Laine-vemmel,New,NA,602,1
56,Laine-PALIN,Old,NA,615,0
56,cane,New,manipulable,518,0
57,tepee,Old,nonmanipulable,912,1
57,potter24,New,NA,1008,0
57,Laine-LUISTI,New,NA,709,1
57,bellows,New,manipulable,685,1
57,potter9,Old,NA,714,0
57,legos,Old,manipulable,515,1
57,heater,New,nonmanipulable,723,1
57,Laine-RIITMOTT,Old,NA,641,0
57,mouse,New,manipulable,732,1
57,Eals23,Old,NA,747,0
57,whisk,New,manipulable,689,1
57,razor,New,manipulable,598,1
57,Plank17,Old,NA,565,0
57,chimney,Old,nonmanipulable,674,1
57,Eals14,New,NA,505,1
57,sloth,Old,nonmanipulable,592,1
57,stamp,New,manipulable,534,1
57,battery,New,manipulable,521,1
57,Laine-HOYLA,New,NA,545,1
57,Eals08,Old,NA,472,0
57,whale,New,nonmanipulable,631,0
57,Eals12,New,NA,636,1
57,potter12,Old,NA,716,1
57,potter16,New,NA,564,1
57,needle,Old,manipulable,667,1
57,frisbee,New,manipulable,585,1
57,moose,New,nonmanipulable,688,1
57,kirk1,Old,NA,566,1
57,Eals19,New,NA,557,1
57,Plank45,New,NA,553,1
57,drawer,New,nonmanipulable,641,1
57,Laine-ROVE,Old,NA,664,1
57,potter11,New,NA,555,1
57,headphones,Old,manipulable,631,0
57,ruler,Old,manipulable,548,1
57,Laine-AMPUUSI,New,NA,576,1
57,potter17,Old,NA,750,0
57,battleship,Old,nonmanipulable,562,1
57,Plank25,New,NA,601,1
57,Plank36,New,NA,563,1
57,Eals22,Old,NA,970,0
57,jellyfish,New,nonmanipulable,581,1
57,Plank4,Old,NA,931,0
57,yo-yo,Old,manipulable,518,1
57,ladybug,Old,nonmanipulable,591,1
57,Eals26,New,NA,546,1
57,crab,Old,nonmanipulable,569,1
57,potter22,Old,NA,740,1
57,Laine-JYRSIN,Old,NA,645,0
57,bucket,New,manipulable,676,1
57,Plank5,Old,NA,647,1
57,fountain,New,nonmanipulable,599,1
57,cymbals,New,manipulable,677,1
57,watering-can,Old,manipulable,614,1
57,Plank11,New,NA,655,1
57,starfish,New,nonmanipulable,522,1
57,Laine-karttu,Old,NA,815,1
57,ram,New,nonmanipulable,572,1
57,Plank37,New,NA,943,1
57,potter7,Old,NA,787,0
57,Plank13,Old,NA,513,0
57,hamster,Old,nonmanipulable,686,1
57,pitcher,New,manipulable,737,1
57,teapot,Old,manipulable,933,1
57,potter26,Old,NA,700,0
57,Plank3,Old,NA,642,1
57,Laine-tuura,New,NA,614,1
57,matches,Old,manipulable,607,1
57,potter14,New,NA,637,1
57,hippopotamus,Old,nonmanipulable,542,1
57,potter6,New,NA,685,1
57,frog,New,nonmanipulable,644,1
57,floss,Old,manipulable,656,1
57,firetruck,New,nonmanipulable,704,1
57,Laine-NORHA,Old,NA,761,0
57,camcorder,Old,manipulable,664,1
57,weasel,New,nonmanipulable,711,1
57,Laine-KALKKU,Old,NA,699,1
57,potter8,Old,NA,773,1
57,Laine-LAVISTIN,New,NA,688,1
57,tank,New,nonmanipulable,738,1
57,bottle,New,manipulable,670,1
57,Laine-naskain,Old,NA,768,0
57,llama,Old,nonmanipulable,783,1
57,toaster,New,manipulable,769,1
57,Plank48,New,NA,760,1
57,potter3,New,NA,795,1
57,Plank49,Old,NA,741,1
57,dolphin,Old,nonmanipulable,661,1
57,trombone,Old,manipulable,708,1
57,brain,New,nonmanipulable,694,1
57,potter15,Old,NA,796,0
57,satellite,New,nonmanipulable,618,1
57,tape,Old,manipulable,739,1
57,stoplight,Old,nonmanipulable,603,1
57,Laine-MAALITSA,Old,NA,660,0
57,Laine-LISTIN,New,NA,679,1
57,Laine-kosseli,Old,NA,582,0
57,mammoth,New,nonmanipulable,628,1
57,platypus,Old,nonmanipulable,660,1
57,Laine-pynna,Old,NA,751,0
57,compass,New,manipulable,683,1
57,potter4,New,NA,597,1
57,Plank50,Old,NA,751,0
57,hose,Old,manipulable,719,0
57,barbell,Old,manipulable,644,1
57,Laine-HAAHLA,New,NA,776,1
57,seaturtle,New,nonmanipulable,739,1
57,plank108,New,NA,556,1
57,lighthouse,Old,nonmanipulable,551,1
57,Laine-liippa,New,NA,655,1
57,plant,Old,nonmanipulable,695,1
57,Laine-pintta,New,NA,537,1
57,strainer,Old,manipulable,605,1
57,colander,New,manipulable,843,1
57,Eals10,Old,NA,778,0
57,Eals29,Old,NA,655,0
57,potter29,New,NA,719,1
57,vacuum,Old,manipulable,664,1
57,Eals32,New,NA,655,1
57,potter1,New,NA,699,1
57,shark,Old,nonmanipulable,729,1
57,potter27,New,NA,704,1
57,saturn,Old,nonmanipulable,696,1
57,mug,New,manipulable,552,1
57,Laine-vemmel,New,NA,607,1
57,Laine-PALIN,Old,NA,728,0
57,cane,New,manipulable,632,1
58,tepee,Old,nonmanipulable,516,1
58,potter24,New,NA,945,1
58,Laine-LUISTI,New,NA,535,0
58,bellows,New,manipulable,570,1
58,potter9,Old,NA,486,0
58,legos,Old,manipulable,414,1
58,heater,New,nonmanipulable,503,1
58,Laine-RIITMOTT,Old,NA,573,1
58,mouse,New,manipulable,761,1
58,Eals23,Old,NA,960,0
58,whisk,New,manipulable,586,1
58,razor,New,manipulable,446,1
58,Plank17,Old,NA,570,0
58,chimney,Old,nonmanipulable,453,1
58,Eals14,New,NA,446,1
58,sloth,Old,nonmanipulable,854,1
58,stamp,New,manipulable,689,1
58,battery,New,manipulable,821,1
58,Laine-HOYLA,New,NA,550,1
58,Eals08,Old,NA,406,0
58,whale,New,nonmanipulable,795,1
58,Eals12,New,NA,564,0
58,potter12,Old,NA,443,0
58,potter16,New,NA,478,1
58,needle,Old,manipulable,539,1
58,frisbee,New,manipulable,474,1
58,moose,New,nonmanipulable,585,1
58,kirk1,Old,NA,643,1
58,Eals19,New,NA,557,0
58,Plank45,New,NA,595,1
58,drawer,New,nonmanipulable,660,1
58,Laine-ROVE,Old,NA,507,0
58,potter11,New,NA,490,1
58,headphones,Old,manipulable,492,0
58,ruler,Old,manipulable,487,1
58,Laine-AMPUUSI,New,NA,403,1
58,potter17,Old,NA,512,0
58,battleship,Old,nonmanipulable,430,1
58,Plank25,New,NA,465,1
58,Plank36,New,NA,403,1
58,Eals22,Old,NA,508,1
58,jellyfish,New,nonmanipulable,451,1
58,Plank4,Old,NA,424,0
58,yo-yo,Old,manipulable,466,1
58,ladybug,Old,nonmanipulable,477,1
58,Eals26,New,NA,421,1
58,crab,Old,nonmanipulable,455,1
58,potter22,Old,NA,442,0
58,Laine-JYRSIN,Old,NA,475,0
58,bucket,New,manipulable,933,1
58,Plank5,Old,NA,585,0
58,fountain,New,nonmanipulable,597,1
58,cymbals,New,manipulable,630,1
58,watering-can,Old,manipulable,522,1
58,Plank11,New,NA,520,1
58,starfish,New,nonmanipulable,413,1
58,Laine-karttu,Old,NA,495,0
58,ram,New,nonmanipulable,515,1
58,Plank37,New,NA,868,1
58,potter7,Old,NA,563,0
58,Plank13,Old,NA,673,0
58,hamster,Old,nonmanipulable,569,0
58,pitcher,New,manipulable,520,1
58,teapot,Old,manipulable,501,1
58,potter26,Old,NA,471,0
58,Plank3,Old,NA,670,0
58,Laine-tuura,New,NA,574,1
58,matches,Old,manipulable,865,1
58,potter14,New,NA,648,1
58,hippopotamus,Old,nonmanipulable,836,1
58,potter6,New,NA,564,1
58,frog,New,nonmanipulable,558,1
58,floss,Old,manipulable,533,1
58,firetruck,New,nonmanipulable,636,1
58,Laine-NORHA,Old,NA,836,1
58,camcorder,Old,manipulable,632,0
58,weasel,New,nonmanipulable,495,1
58,Laine-KALKKU,Old,NA,631,1
58,potter8,Old,NA,663,0
58,Laine-LAVISTIN,New,NA,614,0
58,tank,New,nonmanipulable,650,0
58,bottle,New,manipulable,535,1
58,Laine-naskain,Old,NA,520,0
58,llama,Old,nonmanipulable,637,1
58,toaster,New,manipulable,512,1
58,Plank48,New,NA,565,1
58,potter3,New,NA,612,1
58,Plank49,Old,NA,509,0
58,dolphin,Old,nonmanipulable,807,1
58,trombone,Old,manipulable,521,1
58,brain,New,nonmanipulable,781,1
58,potter15,Old,NA,538,0
58,satellite,New,nonmanipulable,632,1
58,tape,Old,manipulable,489,1
58,stoplight,Old,nonmanipulable,546,1
58,Laine-MAALITSA,Old,NA,577,1
58,Laine-LISTIN,New,NA,667,1
58,Laine-kosseli,Old,NA,722,0
58,mammoth,New,nonmanipulable,616,1
58,platypus,Old,nonmanipulable,644,1
58,Laine-pynna,Old,NA,628,1
58,compass,New,manipulable,703,1
58,potter4,New,NA,806,1
58,Plank50,Old,NA,776,0
58,hose,Old,manipulable,534,1
58,barbell,Old,manipulable,475,1
58,Laine-HAAHLA,New,NA,642,1
58,seaturtle,New,nonmanipulable,572,1
58,plank108,New,NA,450,1
58,lighthouse,Old,nonmanipulable,421,1
58,Laine-liippa,New,NA,478,1
58,plant,Old,nonmanipulable,981,0
58,Laine-pintta,New,NA,446,1
58,strainer,Old,manipulable,1800,1
58,colander,New,manipulable,642,1
58,Eals10,Old,NA,782,1
58,Eals29,Old,NA,769,1
58,potter29,New,NA,550,1
58,vacuum,Old,manipulable,538,1
58,Eals32,New,NA,438,1
58,potter1,New,NA,560,1
58,shark,Old,nonmanipulable,447,1
58,potter27,New,NA,509,1
58,saturn,Old,nonmanipulable,813,1
58,mug,New,manipulable,718,1
58,Laine-vemmel,New,NA,509,1
58,Laine-PALIN,Old,NA,569,0
58,cane,New,manipulable,606,1
59,tepee,Old,nonmanipulable,561,1
59,potter24,New,NA,1094,0
59,Laine-LUISTI,New,NA,821,1
59,bellows,New,manipulable,762,1
59,potter9,Old,NA,761,1
59,legos,Old,manipulable,917,1
59,heater,New,nonmanipulable,988,1
59,Laine-RIITMOTT,Old,NA,673,0
59,mouse,New,manipulable,839,1
59,Eals23,Old,NA,964,0
59,whisk,New,manipulable,1326,1
59,razor,New,manipulable,1293,1
59,Plank17,Old,NA,1124,0
59,chimney,Old,nonmanipulable,729,1
59,Eals14,New,NA,784,1
59,sloth,Old,nonmanipulable,751,1
59,stamp,New,manipulable,755,1
59,battery,New,manipulable,982,1
59,Laine-HOYLA,New,NA,1199,1
59,Eals08,Old,NA,825,1
59,whale,New,nonmanipulable,982,1
59,Eals12,New,NA,1052,0
59,potter12,Old,NA,712,1
59,potter16,New,NA,773,1
59,needle,Old,manipulable,660,1
59,frisbee,New,manipulable,786,1
59,moose,New,nonmanipulable,952,1
59,kirk1,Old,NA,820,1
59,Eals19,New,NA,1213,0
59,Plank45,New,NA,1090,1
59,drawer,New,nonmanipulable,888,1
59,Laine-ROVE,Old,NA,855,1
59,potter11,New,NA,1017,1
59,headphones,Old,manipulable,857,1
59,ruler,Old,manipulable,556,1
59,Laine-AMPUUSI,New,NA,762,1
59,potter17,Old,NA,607,1
59,battleship,Old,nonmanipulable,552,1
59,Plank25,New,NA,806,1
59,Plank36,New,NA,792,0
59,Eals22,Old,NA,1100,1
59,jellyfish,New,nonmanipulable,781,1
59,Plank4,Old,NA,786,0
59,yo-yo,Old,manipulable,653,1
59,ladybug,Old,nonmanipulable,567,1
59,Eals26,New,NA,648,1
59,crab,Old,nonmanipulable,547,1
59,potter22,Old,NA,726,0
59,Laine-JYRSIN,Old,NA,549,1
59,bucket,New,manipulable,753,1
59,Plank5,Old,NA,833,0
59,fountain,New,nonmanipulable,897,1
59,cymbals,New,manipulable,736,1
59,watering-can,Old,manipulable,532,1
59,Plank11,New,NA,701,1
59,starfish,New,nonmanipulable,768,1
59,Laine-karttu,Old,NA,723,0
59,ram,New,nonmanipulable,695,1
59,Plank37,New,NA,959,1
59,potter7,Old,NA,787,0
59,Plank13,Old,NA,969,0
59,hamster,Old,nonmanipulable,837,1
59,pitcher,New,manipulable,752,1
59,teapot,Old,manipulable,807,1
59,potter26,Old,NA,769,0
59,Plank3,Old,NA,944,0
59,Laine-tuura,New,NA,993,1
59,matches,Old,manipulable,591,1
59,potter14,New,NA,730,1
59,hippopotamus,Old,nonmanipulable,998,1
59,potter6,New,NA,899,1
59,frog,New,nonmanipulable,832,0
59,floss,Old,manipulable,772,1
59,firetruck,New,nonmanipulable,805,1
59,Laine-NORHA,Old,NA,978,0
59,camcorder,Old,manipulable,684,1
59,weasel,New,nonmanipulable,985,1
59,Laine-KALKKU,Old,NA,751,1
59,potter8,Old,NA,723,0
59,Laine-LAVISTIN,New,NA,818,1
59,tank,New,nonmanipulable,659,0
59,bottle,New,manipulable,700,1
59,Laine-naskain,Old,NA,1155,1
59,llama,Old,nonmanipulable,971,0
59,toaster,New,manipulable,947,1
59,Plank48,New,NA,913,1
59,potter3,New,NA,845,0
59,Plank49,Old,NA,784,0
59,dolphin,Old,nonmanipulable,586,1
59,trombone,Old,manipulable,631,1
59,brain,New,nonmanipulable,849,1
59,potter15,Old,NA,784,1
59,satellite,New,nonmanipulable,884,1
59,tape,Old,manipulable,652,1
59,stoplight,Old,nonmanipulable,684,1
59,Laine-MAALITSA,Old,NA,1095,1
59,Laine-LISTIN,New,NA,1212,1
59,Laine-kosseli,Old,NA,1190,0
59,mammoth,New,nonmanipulable,988,0
59,platypus,Old,nonmanipulable,565,1
59,Laine-pynna,Old,NA,820,1
59,compass,New,manipulable,740,1
59,potter4,New,NA,771,1
59,Plank50,Old,NA,718,0
59,hose,Old,manipulable,615,1
59,barbell,Old,manipulable,600,1
59,Laine-HAAHLA,New,NA,993,1
59,seaturtle,New,nonmanipulable,925,1
59,plank108,New,NA,999,1
59,lighthouse,Old,nonmanipulable,589,1
59,Laine-liippa,New,NA,889,1
59,plant,Old,nonmanipulable,511,1
59,Laine-pintta,New,NA,656,1
59,strainer,Old,manipulable,551,1
59,colander,New,manipulable,692,1
59,Eals10,Old,NA,951,0
59,Eals29,Old,NA,635,1
59,potter29,New,NA,661,1
59,vacuum,Old,manipulable,564,1
59,Eals32,New,NA,610,1
59,potter1,New,NA,738,1
59,shark,Old,nonmanipulable,545,1
59,potter27,New,NA,691,1
59,saturn,Old,nonmanipulable,549,1
59,mug,New,manipulable,864,1
59,Laine-vemmel,New,NA,675,1
59,Laine-PALIN,Old,NA,610,0
59,cane,New,manipulable,750,1
60,tepee,Old,nonmanipulable,644,1
60,potter24,New,NA,429,1
60,Laine-LUISTI,New,NA,732,0
60,bellows,New,manipulable,567,1
60,potter9,Old,NA,783,1
60,legos,Old,manipulable,646,1
60,heater,New,nonmanipulable,545,1
60,Laine-RIITMOTT,Old,NA,504,1
60,mouse,New,manipulable,558,1
60,Eals23,Old,NA,985,1
60,whisk,New,manipulable,651,1
60,razor,New,manipulable,621,1
60,Plank17,Old,NA,914,0
60,chimney,Old,nonmanipulable,591,1
60,Eals14,New,NA,565,0
60,sloth,Old,nonmanipulable,671,1
60,stamp,New,manipulable,872,1
60,battery,New,manipulable,665,0
60,Laine-HOYLA,New,NA,642,1
60,Eals08,Old,NA,674,1
60,whale,New,nonmanipulable,553,0
60,Eals12,New,NA,534,1
60,potter12,Old,NA,735,1
60,potter16,New,NA,596,1
60,needle,Old,manipulable,532,1
60,frisbee,New,manipulable,529,1
60,moose,New,nonmanipulable,561,0
60,kirk1,Old,NA,508,1
60,Eals19,New,NA,514,0
60,Plank45,New,NA,594,1
60,drawer,New,nonmanipulable,613,1
60,Laine-ROVE,Old,NA,613,0
60,potter11,New,NA,560,1
60,headphones,Old,manipulable,1063,1
60,ruler,Old,manipulable,681,1
60,Laine-AMPUUSI,New,NA,669,1
60,potter17,Old,NA,704,1
60,battleship,Old,nonmanipulable,526,1
60,Plank25,New,NA,534,1
60,Plank36,New,NA,555,1
60,Eals22,Old,NA,515,1
60,jellyfish,New,nonmanipulable,544,1
60,Plank4,Old,NA,929,1
60,yo-yo,Old,manipulable,717,1
60,ladybug,Old,nonmanipulable,719,1
60,Eals26,New,NA,492,1
60,crab,Old,nonmanipulable,479,1
60,potter22,Old,NA,520,0
60,Laine-JYRSIN,Old,NA,1317,0
60,bucket,New,manipulable,789,1
60,Plank5,Old,NA,719,1
60,fountain,New,nonmanipulable,640,1
60,cymbals,New,manipulable,601,1
60,watering-can,Old,manipulable,539,1
60,Plank11,New,NA,547,1
60,starfish,New,nonmanipulable,575,1
60,Laine-karttu,Old,NA,534,0
60,ram,New,nonmanipulable,819,1
60,Plank37,New,NA,1112,1
60,potter7,Old,NA,629,1
60,Plank13,Old,NA,921,0
60,hamster,Old,nonmanipulable,590,1
60,pitcher,New,manipulable,644,1
60,teapot,Old,manipulable,603,1
60,potter26,Old,NA,688,1
60,Plank3,Old,NA,607,0
60,Laine-tuura,New,NA,644,1
60,matches,Old,manipulable,452,1
60,potter14,New,NA,752,1
60,hippopotamus,Old,nonmanipulable,899,1
60,potter6,New,NA,587,1
60,frog,New,nonmanipulable,532,0
60,floss,Old,manipulable,597,1
60,firetruck,New,nonmanipulable,657,1
60,Laine-NORHA,Old,NA,520,1
60,camcorder,Old,manipulable,585,1
60,weasel,New,nonmanipulable,914,1
60,Laine-KALKKU,Old,NA,714,1
60,potter8,Old,NA,794,1
60,Laine-LAVISTIN,New,NA,579,1
60,tank,New,nonmanipulable,521,0
60,bottle,New,manipulable,590,1
60,Laine-naskain,Old,NA,912,1
60,llama,Old,nonmanipulable,704,1
60,toaster,New,manipulable,562,1
60,Plank48,New,NA,718,1
60,potter3,New,NA,875,1
60,Plank49,Old,NA,1030,0
60,dolphin,Old,nonmanipulable,582,1
60,trombone,Old,manipulable,925,0
60,brain,New,nonmanipulable,784,1
60,potter15,Old,NA,687,1
60,satellite,New,nonmanipulable,580,1
60,tape,Old,manipulable,610,1
60,stoplight,Old,nonmanipulable,555,1
60,Laine-MAALITSA,Old,NA,651,0
60,Laine-LISTIN,New,NA,613,1
60,Laine-kosseli,Old,NA,670,1
60,mammoth,New,nonmanipulable,752,1
60,platypus,Old,nonmanipulable,823,1
60,Laine-pynna,Old,NA,567,1
