Subject,Item,Status,Manipulability,Actual RT,Accuracy
60,compass,New,manipulable,829,1
60,potter4,New,NA,708,1
60,Plank50,Old,NA,797,0
60,hose,Old,manipulable,591,1
60,barbell,Old,manipulable,526,1
60,Laine-HAAHLA,New,NA,786,1
60,seaturtle,New,nonmanipulable,1458,0
60,plank108,New,NA,714,1
60,lighthouse,Old,nonmanipulable,451,1
60,Laine-liippa,New,NA,562,1
60,plant,Old,nonmanipulable,513,1
60,Laine-pintta,New,NA,590,1
60,strainer,Old,manipulable,516,1
60,colander,New,manipulable,576,0
60,Eals10,Old,NA,750,1
60,Eals29,Old,NA,634,0
60,potter29,New,NA,671,1
60,vacuum,Old,manipulable,686,1
60,Eals32,New,NA,793,1
60,potter1,New,NA,772,1
60,shark,Old,nonmanipulable,607,1
60,potter27,New,NA,693,1
60,saturn,Old,nonmanipulable,570,1
60,mug,New,manipulable,896,0
60,Laine-vemmel,New,NA,586,1
60,Laine-PALIN,Old,NA,1179,1
60,cane,New,manipulable,697,1
61,tepee,Old,nonmanipulable,716,1
61,potter24,New,NA,652,1
61,Laine-LUISTI,New,NA,672,0
61,bellows,New,manipulable,774,1
61,potter9,Old,NA,573,0
61,legos,Old,manipulable,560,1
61,heater,New,nonmanipulable,487,1
61,Laine-RIITMOTT,Old,NA,693,1
61,mouse,New,manipulable,679,1
61,Eals23,Old,NA,694,1
61,whisk,New,manipulable,592,1
61,razor,New,manipulable,538,1
61,Plank17,Old,NA,673,1
61,chimney,Old,nonmanipulable,648,1
61,Eals14,New,NA,995,1
61,sloth,Old,nonmanipulable,893,1
61,stamp,New,manipulable,767,1
61,battery,New,manipulable,634,1
61,Laine-HOYLA,New,NA,622,1
61,Eals08,Old,NA,671,1
61,whale,New,nonmanipulable,898,1
61,Eals12,New,NA,816,1
61,potter12,Old,NA,629,1
61,potter16,New,NA,725,1
61,needle,Old,manipulable,542,1
61,frisbee,New,manipulable,578,1
61,moose,New,nonmanipulable,849,1
61,kirk1,Old,NA,713,0
61,Eals19,New,NA,714,1
61,Plank45,New,NA,573,1
61,drawer,New,nonmanipulable,636,1
61,Laine-ROVE,Old,NA,820,1
61,potter11,New,NA,544,1
61,headphones,Old,manipulable,776,1
61,ruler,Old,manipulable,579,1
61,Laine-AMPUUSI,New,NA,586,1
61,potter17,Old,NA,717,1
61,battleship,Old,nonmanipulable,581,1
61,Plank25,New,NA,575,1
61,Plank36,New,NA,590,1
61,Eals22,Old,NA,537,1
61,jellyfish,New,nonmanipulable,617,1
61,Plank4,Old,NA,561,0
61,yo-yo,Old,manipulable,728,1
61,ladybug,Old,nonmanipulable,516,1
61,Eals26,New,NA,997,1
61,crab,Old,nonmanipulable,599,1
61,potter22,Old,NA,708,0
61,Laine-JYRSIN,Old,NA,730,1
61,bucket,New,manipulable,651,1
61,Plank5,Old,NA,642,0
61,fountain,New,nonmanipulable,630,1
61,cymbals,New,manipulable,590,1
61,watering-can,Old,manipulable,501,1
61,Plank11,New,NA,419,1
61,starfish,New,nonmanipulable,615,1
61,Laine-karttu,Old,NA,657,1
61,ram,New,nonmanipulable,652,1
61,Plank37,New,NA,852,1
61,potter7,Old,NA,656,0
61,Plank13,Old,NA,616,0
61,hamster,Old,nonmanipulable,677,1
61,pitcher,New,manipulable,603,1
61,teapot,Old,manipulable,498,1
61,potter26,Old,NA,607,0
61,Plank3,Old,NA,565,0
61,Laine-tuura,New,NA,624,1
61,matches,Old,manipulable,588,0
61,potter14,New,NA,646,1
61,hippopotamus,Old,nonmanipulable,475,1
61,potter6,New,NA,546,1
61,frog,New,nonmanipulable,698,1
61,floss,Old,manipulable,543,0
61,firetruck,New,nonmanipulable,711,1
61,Laine-NORHA,Old,NA,612,1
61,camcorder,Old,manipulable,673,1
61,weasel,New,nonmanipulable,636,1
61,Laine-KALKKU,Old,NA,852,0
61,potter8,Old,NA,624,0
61,Laine-LAVISTIN,New,NA,705,0
61,tank,New,nonmanipulable,691,1
61,bottle,New,manipulable,600,1
61,Laine-naskain,Old,NA,1146,0
61,llama,Old,nonmanipulable,826,1
61,toaster,New,manipulable,610,1
61,Plank48,New,NA,583,1
61,potter3,New,NA,554,1
61,Plank49,Old,NA,690,0
61,dolphin,Old,nonmanipulable,546,1
61,trombone,Old,manipulable,782,1
61,brain,New,nonmanipulable,563,1
61,potter15,Old,NA,710,1
61,satellite,New,nonmanipulable,927,1
61,tape,Old,manipulable,587,1
61,stoplight,Old,nonmanipulable,633,1
61,Laine-MAALITSA,Old,NA,690,1
61,Laine-LISTIN,New,NA,572,1
61,Laine-kosseli,Old,NA,570,0
61,mammoth,New,nonmanipulable,652,1
61,platypus,Old,nonmanipulable,648,1
61,Laine-pynna,Old,NA,727,1
61,compass,New,manipulable,648,1
61,potter4,New,NA,704,0
61,Plank50,Old,NA,642,0
61,hose,Old,manipulable,634,1
61,barbell,Old,manipulable,597,1
61,Laine-HAAHLA,New,NA,599,1
61,seaturtle,New,nonmanipulable,693,1
61,plank108,New,NA,643,1
61,lighthouse,Old,nonmanipulable,527,1
61,Laine-liippa,New,NA,523,1
61,plant,Old,nonmanipulable,603,1
61,Laine-pintta,New,NA,517,1
61,strainer,Old,manipulable,542,1
61,colander,New,manipulable,690,1
61,Eals10,Old,NA,821,1
61,Eals29,Old,NA,557,0
61,potter29,New,NA,556,1
61,vacuum,Old,manipulable,660,1
61,Eals32,New,NA,763,1
61,potter1,New,NA,626,1
61,shark,Old,nonmanipulable,945,1
61,potter27,New,NA,600,1
61,saturn,Old,nonmanipulable,419,1
61,mug,New,manipulable,632,1
61,Laine-vemmel,New,NA,521,1
61,Laine-PALIN,Old,NA,529,1
61,cane,New,manipulable,790,1
62,tepee,Old,nonmanipulable,695,1
62,potter24,New,NA,588,1
62,Laine-LUISTI,New,NA,1234,1
62,bellows,New,manipulable,706,1
62,potter9,Old,NA,596,0
62,legos,Old,manipulable,654,1
62,heater,New,nonmanipulable,706,1
62,Laine-RIITMOTT,Old,NA,640,1
62,mouse,New,manipulable,676,1
62,Eals23,Old,NA,674,0
62,whisk,New,manipulable,773,1
62,razor,New,manipulable,656,1
62,Plank17,Old,NA,668,0
62,chimney,Old,nonmanipulable,579,1
62,Eals14,New,NA,770,1
62,sloth,Old,nonmanipulable,717,1
62,stamp,New,manipulable,637,1
62,battery,New,manipulable,638,1
62,Laine-HOYLA,New,NA,642,1
62,Eals08,Old,NA,658,1
62,whale,New,nonmanipulable,566,0
62,Eals12,New,NA,945,1
62,potter12,Old,NA,849,1
62,potter16,New,NA,673,1
62,needle,Old,manipulable,523,1
62,frisbee,New,manipulable,624,1
62,moose,New,nonmanipulable,877,0
62,kirk1,Old,NA,739,1
62,Eals19,New,NA,659,1
62,Plank45,New,NA,666,1
62,drawer,New,nonmanipulable,605,1
62,Laine-ROVE,Old,NA,581,0
62,potter11,New,NA,644,1
62,headphones,Old,manipulable,524,1
62,ruler,Old,manipulable,462,1
62,Laine-AMPUUSI,New,NA,581,1
62,potter17,Old,NA,603,1
62,battleship,Old,nonmanipulable,478,1
62,Plank25,New,NA,864,1
62,Plank36,New,NA,647,1
62,Eals22,Old,NA,539,1
62,jellyfish,New,nonmanipulable,479,0
62,Plank4,Old,NA,649,0
62,yo-yo,Old,manipulable,1145,1
62,ladybug,Old,nonmanipulable,466,1
62,Eals26,New,NA,508,1
62,crab,Old,nonmanipulable,402,1
62,potter22,Old,NA,527,1
62,Laine-JYRSIN,Old,NA,830,1
62,bucket,New,manipulable,597,1
62,Plank5,Old,NA,611,0
62,fountain,New,nonmanipulable,589,1
62,cymbals,New,manipulable,666,1
62,watering-can,Old,manipulable,1130,1
62,Plank11,New,NA,722,1
62,starfish,New,nonmanipulable,983,1
62,Laine-karttu,Old,NA,637,0
62,ram,New,nonmanipulable,957,0
62,Plank37,New,NA,661,1
62,potter7,Old,NA,1316,0
62,Plank13,Old,NA,797,1
62,hamster,Old,nonmanipulable,527,1
62,pitcher,New,manipulable,847,1
62,teapot,Old,manipulable,431,1
62,potter26,Old,NA,619,0
62,Plank3,Old,NA,724,0
62,Laine-tuura,New,NA,893,1
62,matches,Old,manipulable,460,1
62,potter14,New,NA,559,1
62,hippopotamus,Old,nonmanipulable,483,1
62,potter6,New,NA,613,1
62,frog,New,nonmanipulable,447,0
62,floss,Old,manipulable,603,1
62,firetruck,New,nonmanipulable,644,1
62,Laine-NORHA,Old,NA,919,1
62,camcorder,Old,manipulable,588,1
62,weasel,New,nonmanipulable,619,1
62,Laine-KALKKU,Old,NA,596,1
62,potter8,Old,NA,602,0
62,Laine-LAVISTIN,New,NA,868,1
62,tank,New,nonmanipulable,814,1
62,bottle,New,manipulable,657,1
62,Laine-naskain,Old,NA,649,1
62,llama,Old,nonmanipulable,2641,1
62,toaster,New,manipulable,926,1
62,Plank48,New,NA,685,1
62,potter3,New,NA,731,1
62,Plank49,Old,NA,931,1
62,dolphin,Old,nonmanipulable,1006,1
62,trombone,Old,manipulable,587,1
62,brain,New,nonmanipulable,512,1
62,potter15,Old,NA,454,0
62,satellite,New,nonmanipulable,562,1
62,tape,Old,manipulable,965,1
62,stoplight,Old,nonmanipulable,453,1
62,Laine-MAALITSA,Old,NA,613,0
62,Laine-LISTIN,New,NA,761,1
62,Laine-kosseli,Old,NA,1061,0
62,mammoth,New,nonmanipulable,575,0
62,platypus,Old,nonmanipulable,499,1
62,Laine-pynna,Old,NA,800,1
62,compass,New,manipulable,630,1
62,potter4,New,NA,582,1
62,Plank50,Old,NA,619,0
62,hose,Old,manipulable,465,1
62,barbell,Old,manipulable,489,1
62,Laine-HAAHLA,New,NA,595,1
62,seaturtle,New,nonmanipulable,508,0
62,plank108,New,NA,518,1
62,lighthouse,Old,nonmanipulable,412,1
62,Laine-liippa,New,NA,594,1
62,plant,Old,nonmanipulable,459,1
62,Laine-pintta,New,NA,573,1
62,strainer,Old,manipulable,580,1
62,colander,New,manipulable,631,1
62,Eals10,Old,NA,784,0
62,Eals29,Old,NA,594,1
62,potter29,New,NA,464,1
62,vacuum,Old,manipulable,468,1
62,Eals32,New,NA,475,1
62,potter1,New,NA,1167,1
62,shark,Old,nonmanipulable,426,1
62,potter27,New,NA,471,1
62,saturn,Old,nonmanipulable,423,1
62,mug,New,manipulable,595,1
62,Laine-vemmel,New,NA,501,1
62,Laine-PALIN,Old,NA,703,1
62,cane,New,manipulable,613,1
160,tepee,Old,nonmanipulable,817,0
160,potter24,New,NA,758,1
160,Laine-LUISTI,New,NA,624,1
160,bellows,New,manipulable,669,1
160,potter9,Old,NA,692,0
160,legos,Old,manipulable,647,1
160,heater,New,nonmanipulable,522,1
160,Laine-RIITMOTT,Old,NA,758,1
160,mouse,New,manipulable,590,1
160,Eals23,Old,NA,704,0
160,whisk,New,manipulable,1105,1
160,razor,New,manipulable,688,1
160,Plank17,Old,NA,624,0
160,chimney,Old,nonmanipulable,674,1
160,Eals14,New,NA,548,1
160,sloth,Old,nonmanipulable,636,1
160,stamp,New,manipulable,540,1
160,battery,New,manipulable,634,1
160,Laine-HOYLA,New,NA,636,1
160,Eals08,Old,NA,686,1
160,whale,New,nonmanipulable,999,0
160,Eals12,New,NA,581,1
160,potter12,Old,NA,582,1
160,potter16,New,NA,621,1
160,needle,Old,manipulable,782,1
160,frisbee,New,manipulable,596,1
160,moose,New,nonmanipulable,431,0
160,kirk1,Old,NA,546,0
160,Eals19,New,NA,720,1
160,Plank45,New,NA,529,1
160,drawer,New,nonmanipulable,693,1
160,Laine-ROVE,Old,NA,583,0
160,potter11,New,NA,632,1
160,headphones,Old,manipulable,764,1
160,ruler,Old,manipulable,623,0
160,Laine-AMPUUSI,New,NA,772,1
160,potter17,Old,NA,503,0
160,battleship,Old,nonmanipulable,512,1
160,Plank25,New,NA,800,1
160,Plank36,New,NA,761,1
160,Eals22,Old,NA,583,1
160,jellyfish,New,nonmanipulable,725,1
160,Plank4,Old,NA,661,1
160,yo-yo,Old,manipulable,644,1
160,ladybug,Old,nonmanipulable,500,0
160,Eals26,New,NA,866,1
160,crab,Old,nonmanipulable,524,1
160,potter22,Old,NA,690,1
160,Laine-JYRSIN,Old,NA,507,0
160,bucket,New,manipulable,701,1
160,Plank5,Old,NA,739,0
160,fountain,New,nonmanipulable,667,1
160,cymbals,New,manipulable,685,1
160,watering-can,Old,manipulable,730,1
160,Plank11,New,NA,881,1
160,starfish,New,nonmanipulable,1027,1
160,Laine-karttu,Old,NA,621,0
160,ram,New,nonmanipulable,552,0
160,Plank37,New,NA,703,1
160,potter7,Old,NA,558,0
160,Plank13,Old,NA,1150,1
160,hamster,Old,nonmanipulable,565,1
160,pitcher,New,manipulable,952,0
160,teapot,Old,manipulable,1024,1
160,potter26,Old,NA,704,1
160,Plank3,Old,NA,776,0
160,Laine-tuura,New,NA,757,1
160,matches,Old,manipulable,602,1
160,potter14,New,NA,1176,1
160,hippopotamus,Old,nonmanipulable,667,1
160,potter6,New,NA,870,1
160,frog,New,nonmanipulable,500,1
160,floss,Old,manipulable,1260,1
160,firetruck,New,nonmanipulable,755,1
160,Laine-NORHA,Old,NA,891,1
160,camcorder,Old,manipulable,664,1
160,weasel,New,nonmanipulable,1105,0
160,Laine-KALKKU,Old,NA,689,1
160,potter8,Old,NA,866,1
160,Laine-LAVISTIN,New,NA,1500,0
160,tank,New,nonmanipulable,500,1
160,bottle,New,manipulable,752,1
160,Laine-naskain,Old,NA,724,1
160,llama,Old,nonmanipulable,604,1
160,toaster,New,manipulable,808,1
160,Plank48,New,NA,788,1
160,potter3,New,NA,1040,1
160,Plank49,Old,NA,642,1
160,dolphin,Old,nonmanipulable,500,0
160,trombone,Old,manipulable,857,1
160,brain,New,nonmanipulable,706,1
160,potter15,Old,NA,730,1
160,satellite,New,nonmanipulable,754,1
160,tape,Old,manipulable,1070,1
160,stoplight,Old,nonmanipulable,817,1
160,Laine-MAALITSA,Old,NA,891,1
160,Laine-LISTIN,New,NA,901,1
160,Laine-kosseli,Old,NA,963,1
160,mammoth,New,nonmanipulable,737,0
160,platypus,Old,nonmanipulable,561,1
160,Laine-pynna,Old,NA,853,0
160,compass,New,manipulable,757,1
160,potter4,New,NA,1259,1
160,Plank50,Old,NA,757,0
160,hose,Old,manipulable,650,1
160,barbell,Old,manipulable,605,1
160,Laine-HAAHLA,New,NA,1017,1
160,seaturtle,New,nonmanipulable,572,0
160,plank108,New,NA,985,1
160,lighthouse,Old,nonmanipulable,1024,1
160,Laine-liippa,New,NA,1064,1
160,plant,Old,nonmanipulable,707,1
160,Laine-pintta,New,NA,755,1
160,strainer,Old,manipulable,675,0
160,colander,New,manipulable,1211,1
160,Eals10,Old,NA,950,1
160,Eals29,Old,NA,771,0
160,potter29,New,NA,647,1
160,vacuum,Old,manipulable,1161,1
160,Eals32,New,NA,752,1
160,potter1,New,NA,780,1
160,shark,Old,nonmanipulable,609,1
160,potter27,New,NA,1071,1
160,saturn,Old,nonmanipulable,590,1
160,mug,New,manipulable,685,1
160,Laine-vemmel,New,NA,701,1
160,Laine-PALIN,Old,NA,628,0
160,cane,New,manipulable,1127,1
162,tepee,Old,nonmanipulable,777,1
162,potter24,New,NA,903,1
162,Laine-LUISTI,New,NA,893,1
162,bellows,New,manipulable,556,1
162,potter9,Old,NA,690,0
162,legos,Old,manipulable,524,1
162,heater,New,nonmanipulable,689,1
162,Laine-RIITMOTT,Old,NA,651,0
162,mouse,New,manipulable,783,1
162,Eals23,Old,NA,656,0
162,whisk,New,manipulable,667,1
162,razor,New,manipulable,699,1
162,Plank17,Old,NA,755,1
162,chimney,Old,nonmanipulable,787,1
162,Eals14,New,NA,693,1
162,sloth,Old,nonmanipulable,719,1
162,stamp,New,manipulable,708,1
162,battery,New,manipulable,758,1
162,Laine-HOYLA,New,NA,684,1
162,Eals08,Old,NA,541,0
162,whale,New,nonmanipulable,521,0
162,Eals12,New,NA,792,1
162,potter12,Old,NA,686,0
162,potter16,New,NA,580,1
162,needle,Old,manipulable,666,1
162,frisbee,New,manipulable,676,1
162,moose,New,nonmanipulable,646,1
162,kirk1,Old,NA,702,0
162,Eals19,New,NA,616,1
162,Plank45,New,NA,635,1
162,drawer,New,nonmanipulable,580,1
162,Laine-ROVE,Old,NA,537,0
162,potter11,New,NA,734,1
162,headphones,Old,manipulable,748,1
162,ruler,Old,manipulable,780,1
162,Laine-AMPUUSI,New,NA,565,1
162,potter17,Old,NA,611,0
162,battleship,Old,nonmanipulable,679,1
162,Plank25,New,NA,549,1
162,Plank36,New,NA,516,1
162,Eals22,Old,NA,883,0
162,jellyfish,New,nonmanipulable,606,1
162,Plank4,Old,NA,624,0
162,yo-yo,Old,manipulable,539,1
162,ladybug,Old,nonmanipulable,635,1
162,Eals26,New,NA,620,1
162,crab,Old,nonmanipulable,601,1
162,potter22,Old,NA,901,0
162,Laine-JYRSIN,Old,NA,523,0
162,bucket,New,manipulable,715,1
162,Plank5,Old,NA,595,0
162,fountain,New,nonmanipulable,552,1
162,cymbals,New,manipulable,700,1
162,watering-can,Old,manipulable,757,1
162,Plank11,New,NA,539,1
162,starfish,New,nonmanipulable,727,1
162,Laine-karttu,Old,NA,591,0
162,ram,New,nonmanipulable,913,1
162,Plank37,New,NA,649,1
162,potter7,Old,NA,677,0
162,Plank13,Old,NA,963,1
162,hamster,Old,nonmanipulable,1097,0
162,pitcher,New,manipulable,1191,1
162,teapot,Old,manipulable,630,1
162,potter26,Old,NA,583,0
162,Plank3,Old,NA,666,0
162,Laine-tuura,New,NA,573,1
162,matches,Old,manipulable,672,1
162,potter14,New,NA,585,1
162,hippopotamus,Old,nonmanipulable,584,1
162,potter6,New,NA,518,1
162,frog,New,nonmanipulable,651,1
162,floss,Old,manipulable,812,1
162,firetruck,New,nonmanipulable,721,1
162,Laine-NORHA,Old,NA,558,0
162,camcorder,Old,manipulable,725,0
162,weasel,New,nonmanipulable,692,1
162,Laine-KALKKU,Old,NA,509,0
162,potter8,Old,NA,891,0
162,Laine-LAVISTIN,New,NA,581,1
162,tank,New,nonmanipulable,743,1
162,bottle,New,manipulable,599,1
162,Laine-naskain,Old,NA,630,0
162,llama,Old,nonmanipulable,516,1
162,toaster,New,manipulable,556,1
162,Plank48,New,NA,987,1
162,potter3,New,NA,663,1
162,Plank49,Old,NA,597,0
162,dolphin,Old,nonmanipulable,699,1
162,trombone,Old,manipulable,742,0
162,brain,New,nonmanipulable,659,1
162,potter15,Old,NA,747,0
162,satellite,New,nonmanipulable,563,1
162,tape,Old,manipulable,617,1
162,stoplight,Old,nonmanipulable,737,1
162,Laine-MAALITSA,Old,NA,570,0
162,Laine-LISTIN,New,NA,508,1
162,Laine-kosseli,Old,NA,517,0
162,mammoth,New,nonmanipulable,1119,1
162,platypus,Old,nonmanipulable,492,1
162,Laine-pynna,Old,NA,487,0
162,compass,New,manipulable,448,1
162,potter4,New,NA,863,1
162,Plank50,Old,NA,435,0
162,hose,Old,manipulable,628,1
162,barbell,Old,manipulable,622,1
162,Laine-HAAHLA,New,NA,659,1
162,seaturtle,New,nonmanipulable,883,1
162,plank108,New,NA,604,1
162,lighthouse,Old,nonmanipulable,608,1
162,Laine-liippa,New,NA,506,1
162,plant,Old,nonmanipulable,437,0
162,Laine-pintta,New,NA,550,1
162,strainer,Old,manipulable,517,0
162,colander,New,manipulable,1034,1
162,Eals10,Old,NA,925,1
162,Eals29,Old,NA,668,0
162,potter29,New,NA,702,1
162,vacuum,Old,manipulable,670,1
162,Eals32,New,NA,590,1
162,potter1,New,NA,1028,1
162,shark,Old,nonmanipulable,524,1
162,potter27,New,NA,588,1
162,saturn,Old,nonmanipulable,556,1
162,mug,New,manipulable,767,1
162,Laine-vemmel,New,NA,550,1
162,Laine-PALIN,Old,NA,689,1
162,cane,New,manipulable,747,1
163,tepee,Old,nonmanipulable,545,1
163,potter24,New,NA,712,1
163,Laine-LUISTI,New,NA,736,0
163,bellows,New,manipulable,669,1
163,potter9,Old,NA,510,0
163,legos,Old,manipulable,446,1
163,heater,New,nonmanipulable,1024,1
163,Laine-RIITMOTT,Old,NA,635,1
163,mouse,New,manipulable,694,1
163,Eals23,Old,NA,853,1
163,whisk,New,manipulable,560,1
163,razor,New,manipulable,660,1
163,Plank17,Old,NA,638,1
163,chimney,Old,nonmanipulable,513,1
163,Eals14,New,NA,518,1
163,sloth,Old,nonmanipulable,581,1
163,stamp,New,manipulable,650,1
163,battery,New,manipulable,566,1
163,Laine-HOYLA,New,NA,681,1
163,Eals08,Old,NA,827,1
163,whale,New,nonmanipulable,484,0
163,Eals12,New,NA,927,0
163,potter12,Old,NA,564,1
163,potter16,New,NA,778,1
163,needle,Old,manipulable,567,1
163,frisbee,New,manipulable,539,1
163,moose,New,nonmanipulable,683,1
163,kirk1,Old,NA,580,1
163,Eals19,New,NA,694,0
163,Plank45,New,NA,495,1
163,drawer,New,nonmanipulable,871,1
163,Laine-ROVE,Old,NA,606,0
163,potter11,New,NA,596,1
163,headphones,Old,manipulable,617,1
163,ruler,Old,manipulable,554,1
163,Laine-AMPUUSI,New,NA,610,1
163,potter17,Old,NA,658,0
163,battleship,Old,nonmanipulable,438,1
163,Plank25,New,NA,706,1
163,Plank36,New,NA,544,1
163,Eals22,Old,NA,909,1
163,jellyfish,New,nonmanipulable,717,1
163,Plank4,Old,NA,731,1
163,yo-yo,Old,manipulable,494,1
163,ladybug,Old,nonmanipulable,517,1
163,Eals26,New,NA,650,1
163,crab,Old,nonmanipulable,430,1
163,potter22,Old,NA,537,1
163,Laine-JYRSIN,Old,NA,517,1
163,bucket,New,manipulable,636,1
163,Plank5,Old,NA,766,0
163,fountain,New,nonmanipulable,740,1
163,cymbals,New,manipulable,699,1
163,watering-can,Old,manipulable,444,1
163,Plank11,New,NA,792,1
163,starfish,New,nonmanipulable,412,0
163,Laine-karttu,Old,NA,608,0
163,ram,New,nonmanipulable,698,1
163,Plank37,New,NA,570,0
163,potter7,Old,NA,529,1
163,Plank13,Old,NA,1005,1
163,hamster,Old,nonmanipulable,475,1
163,pitcher,New,manipulable,1014,1
163,teapot,Old,manipulable,623,1
163,potter26,Old,NA,546,1
163,Plank3,Old,NA,503,1
163,Laine-tuura,New,NA,959,1
163,matches,Old,manipulable,582,1
163,potter14,New,NA,721,1
163,hippopotamus,Old,nonmanipulable,560,1
163,potter6,New,NA,607,1
163,frog,New,nonmanipulable,612,0
163,floss,Old,manipulable,701,1
163,firetruck,New,nonmanipulable,572,1
163,Laine-NORHA,Old,NA,603,0
163,camcorder,Old,manipulable,469,1
163,weasel,New,nonmanipulable,663,1
163,Laine-KALKKU,Old,NA,521,0
163,potter8,Old,NA,752,1
163,Laine-LAVISTIN,New,NA,509,0
163,tank,New,nonmanipulable,556,0
163,bottle,New,manipulable,554,1
163,Laine-naskain,Old,NA,481,1
163,llama,Old,nonmanipulable,584,1
163,toaster,New,manipulable,630,1
163,Plank48,New,NA,562,1
163,potter3,New,NA,645,1
163,Plank49,Old,NA,425,0
163,dolphin,Old,nonmanipulable,445,1
163,trombone,Old,manipulable,493,1
163,brain,New,nonmanipulable,588,1
163,potter15,Old,NA,673,1
163,satellite,New,nonmanipulable,745,1
163,tape,Old,manipulable,489,1
163,stoplight,Old,nonmanipulable,490,1
163,Laine-MAALITSA,Old,NA,546,0
163,Laine-LISTIN,New,NA,448,0
163,Laine-kosseli,Old,NA,619,0
163,mammoth,New,nonmanipulable,832,1
163,platypus,Old,nonmanipulable,620,1
163,Laine-pynna,Old,NA,709,0
163,compass,New,manipulable,629,1
163,potter4,New,NA,576,1
163,Plank50,Old,NA,907,0
163,hose,Old,manipulable,524,1
163,barbell,Old,manipulable,866,1
163,Laine-HAAHLA,New,NA,772,0
163,seaturtle,New,nonmanipulable,555,0
163,plank108,New,NA,480,1
163,lighthouse,Old,nonmanipulable,497,1
163,Laine-liippa,New,NA,551,1
163,plant,Old,nonmanipulable,480,1
163,Laine-pintta,New,NA,558,1
163,strainer,Old,manipulable,533,1
163,colander,New,manipulable,675,1
163,Eals10,Old,NA,708,0
163,Eals29,Old,NA,574,0
163,potter29,New,NA,609,1
163,vacuum,Old,manipulable,870,1
163,Eals32,New,NA,631,1
163,potter1,New,NA,674,1
163,shark,Old,nonmanipulable,404,1
163,potter27,New,NA,543,1
163,saturn,Old,nonmanipulable,453,1
163,mug,New,manipulable,686,1
163,Laine-vemmel,New,NA,528,1
163,Laine-PALIN,Old,NA,420,0
163,cane,New,manipulable,466,0
171,tepee,Old,nonmanipulable,692,1
171,potter24,New,NA,677,1
171,Laine-LUISTI,New,NA,799,1
171,bellows,New,manipulable,825,0
171,potter9,Old,NA,678,0
171,legos,Old,manipulable,557,1
171,heater,New,nonmanipulable,571,1
171,Laine-RIITMOTT,Old,NA,634,1
171,mouse,New,manipulable,555,1
171,Eals23,Old,NA,505,0
171,whisk,New,manipulable,682,1
171,razor,New,manipulable,585,1
171,Plank17,Old,NA,661,0
171,chimney,Old,nonmanipulable,510,1
171,Eals14,New,NA,636,1
171,sloth,Old,nonmanipulable,577,1
171,stamp,New,manipulable,501,1
171,battery,New,manipulable,619,1
171,Laine-HOYLA,New,NA,767,1
171,Eals08,Old,NA,548,0
171,whale,New,nonmanipulable,701,1
171,Eals12,New,NA,594,1
171,potter12,Old,NA,623,1
171,potter16,New,NA,504,1
171,needle,Old,manipulable,505,1
171,frisbee,New,manipulable,531,1
171,moose,New,nonmanipulable,546,1
171,kirk1,Old,NA,592,1
171,Eals19,New,NA,429,1
171,Plank45,New,NA,1020,1
171,drawer,New,nonmanipulable,616,1
171,Laine-ROVE,Old,NA,372,0
171,potter11,New,NA,539,1
171,headphones,Old,manipulable,584,0
171,ruler,Old,manipulable,438,1
171,Laine-AMPUUSI,New,NA,513,1
171,potter17,Old,NA,814,1
171,battleship,Old,nonmanipulable,458,1
171,Plank25,New,NA,517,1
171,Plank36,New,NA,525,1
171,Eals22,Old,NA,746,1
171,jellyfish,New,nonmanipulable,554,1
171,Plank4,Old,NA,479,0
171,yo-yo,Old,manipulable,450,1
171,ladybug,Old,nonmanipulable,499,1
171,Eals26,New,NA,451,1
171,crab,Old,nonmanipulable,908,1
171,potter22,Old,NA,741,1
171,Laine-JYRSIN,Old,NA,643,1
171,bucket,New,manipulable,524,1
171,Plank5,Old,NA,1061,1
171,fountain,New,nonmanipulable,591,1
171,cymbals,New,manipulable,578,1
171,watering-can,Old,manipulable,543,1
171,Plank11,New,NA,583,1
171,starfish,New,nonmanipulable,529,1
171,Laine-karttu,Old,NA,450,0
171,ram,New,nonmanipulable,531,1
171,Plank37,New,NA,536,1
171,potter7,Old,NA,510,1
171,Plank13,Old,NA,495,0
171,hamster,Old,nonmanipulable,541,1
171,pitcher,New,manipulable,589,1
171,teapot,Old,manipulable,480,1
171,potter26,Old,NA,736,0
171,Plank3,Old,NA,831,0
171,Laine-tuura,New,NA,794,0
171,matches,Old,manipulable,596,1
171,potter14,New,NA,452,1
171,hippopotamus,Old,nonmanipulable,804,1
171,potter6,New,NA,1002,1
171,frog,New,nonmanipulable,853,1
171,floss,Old,manipulable,679,1
171,firetruck,New,nonmanipulable,686,1
171,Laine-NORHA,Old,NA,750,0
171,camcorder,Old,manipulable,516,1
171,weasel,New,nonmanipulable,579,1
171,Laine-KALKKU,Old,NA,592,0
171,potter8,Old,NA,604,0
171,Laine-LAVISTIN,New,NA,736,0
171,tank,New,nonmanipulable,591,0
171,bottle,New,manipulable,561,1
171,Laine-naskain,Old,NA,616,1
171,llama,Old,nonmanipulable,561,0
171,toaster,New,manipulable,489,1
171,Plank48,New,NA,936,1
171,potter3,New,NA,590,1
171,Plank49,Old,NA,964,0
171,dolphin,Old,nonmanipulable,575,1
171,trombone,Old,manipulable,447,1
171,brain,New,nonmanipulable,632,1
171,potter15,Old,NA,664,0
171,satellite,New,nonmanipulable,683,1
