Subject,Trial,Word,Actual RT,logRT
188,58,napkin,646,6.470799504
188,64,tambourine,605,6.405228458
188,65,submarine,827,6.717804695
188,67,popsicle,571,6.34738921
188,68,paddle,934,6.839476438
188,71,amphitheater,983,6.89060912
189,8,bear,473,6.159095388
189,9,crayon,476,6.165417854
189,12,eggbeater,679,6.520621128
189,15,spoon,470,6.152732695
189,17,leech,517,6.248042875
189,18,treadmill,505,6.224558429
189,21,ladle,774,6.651571874
189,25,buffalo,494,6.202535517
189,26,skyscraper,536,6.284134161
189,30,pistol,584,6.369900983
189,31,lotion,594,6.386879319
189,36,beetle,675,6.514712691
189,40,plunger,449,6.107022888
189,41,mosquito,489,6.192362489
189,46,deer,472,6.156978986
189,49,mink,694,6.542471961
189,54,donkey,475,6.163314804
189,56,cave,501,6.216606101
189,58,napkin,853,6.748759547
189,59,lawnmower,685,6.529418838
189,60,condor,951,6.857514063
189,64,tambourine,602,6.400257445
189,65,submarine,504,6.222576268
189,67,popsicle,630,6.445719819
189,68,paddle,574,6.352629396
189,71,amphitheater,787,6.668228248
190,8,bear,392,5.97126184
190,9,crayon,434,6.073044534
190,12,eggbeater,570,6.345636361
190,15,spoon,606,6.406879986
190,17,leech,550,6.309918278
190,18,treadmill,710,6.56526497
190,19,ferret,603,6.401917197
190,21,ladle,538,6.28785856
190,26,skyscraper,550,6.309918278
190,30,pistol,464,6.139884552
190,31,lotion,543,6.29710932
190,35,stadium,513,6.240275845
190,36,beetle,538,6.28785856
190,40,plunger,761,6.634633358
190,41,mosquito,607,6.408528791
190,44,backpack,563,6.333279628
190,46,deer,627,6.440946541
190,47,bulldog,444,6.095824562
190,49,mink,969,6.876264612
190,51,rake,671,6.508769137
190,54,donkey,576,6.356107661
190,56,cave,579,6.361302478
190,58,napkin,495,6.204557763
190,60,condor,828,6.719013154
190,64,tambourine,606,6.406879986
190,65,submarine,524,6.261491684
190,67,popsicle,639,6.459904454
190,68,paddle,473,6.159095388
190,71,amphitheater,602,6.400257445
192,8,bear,360,5.886104031
192,9,crayon,455,6.120297419
192,12,eggbeater,451,6.11146734
192,15,spoon,508,6.230481448
192,17,leech,414,6.025865974
192,18,treadmill,484,6.182084907
192,19,ferret,474,6.161207322
192,21,ladle,4603,8.434463544
192,23,zipper,520,6.253828812
192,25,buffalo,431,6.06610809
192,26,skyscraper,443,6.09356977
192,30,pistol,642,6.464588304
192,31,lotion,529,6.270988432
192,35,stadium,581,6.364750757
192,36,beetle,779,6.658011046
192,40,plunger,568,6.342121419
192,41,mosquito,579,6.361302478
192,44,backpack,562,6.33150185
192,46,deer,623,6.434546519
192,47,bulldog,696,6.54534966
192,54,donkey,468,6.148468296
192,56,cave,539,6.289715571
192,58,napkin,556,6.320768294
192,59,lawnmower,689,6.535241271
192,60,condor,1035,6.942156706
192,64,tambourine,717,6.575075841
192,65,submarine,483,6.180016654
192,67,popsicle,489,6.192362489
192,68,paddle,639,6.459904454
192,71,amphitheater,757,6.629363253
193,8,bear,467,6.146329258
193,9,crayon,534,6.280395839
193,12,eggbeater,542,6.295266001
193,15,spoon,469,6.150602768
193,17,leech,520,6.253828812
193,19,ferret,501,6.216606101
193,23,zipper,473,6.159095388
193,25,buffalo,360,5.886104031
193,26,skyscraper,435,6.075346031
193,31,lotion,575,6.354370041
193,35,stadium,433,6.070737728
193,36,beetle,454,6.118097198
193,40,plunger,541,6.293419279
193,41,mosquito,572,6.349138991
193,44,backpack,451,6.11146734
193,46,deer,485,6.184148891
193,49,mink,391,5.96870756
193,51,rake,551,6.311734809
193,54,donkey,492,6.198478716
193,56,cave,457,6.124683391
193,58,napkin,541,6.293419279
193,59,lawnmower,491,6.196444128
193,60,condor,373,5.92157842
193,65,submarine,554,6.317164687
193,71,amphitheater,548,6.306275287
194,8,bear,450,6.109247583
194,12,eggbeater,630,6.445719819
194,15,spoon,551,6.311734809
194,17,leech,683,6.52649486
194,18,treadmill,561,6.329720906
194,19,ferret,712,6.568077911
194,21,ladle,791,6.673297968
194,23,zipper,821,6.710523109
194,25,buffalo,706,6.559615237
194,26,skyscraper,1344,7.203405521
194,30,pistol,802,6.687108608
194,31,lotion,904,6.80682936
194,35,stadium,878,6.777646594
194,36,beetle,973,6.880384082
194,41,mosquito,891,6.792344427
194,44,backpack,778,6.656726524
194,46,deer,734,6.598509029
194,47,bulldog,843,6.736966958
194,49,mink,789,6.670766321
194,51,rake,965,6.872128101
194,54,donkey,839,6.732210706
194,56,cave,963,6.870053412
194,58,napkin,1064,6.96979067
194,59,lawnmower,995,6.902742737
194,60,condor,1013,6.920671504
194,64,tambourine,1024,6.931471806
194,65,submarine,838,6.7310181
194,67,popsicle,866,6.763884909
194,68,paddle,929,6.834108739
194,71,amphitheater,989,6.896694332
195,8,bear,870,6.768493212
195,12,eggbeater,779,6.658011046
195,15,spoon,681,6.523562306
195,17,leech,678,6.519147288
195,18,treadmill,769,6.64509097
195,19,ferret,708,6.562444094
195,21,ladle,832,6.723832441
195,23,zipper,941,6.84694314
195,25,buffalo,1171,7.065613364
195,26,skyscraper,962,6.869014451
195,30,pistol,683,6.52649486
195,31,lotion,703,6.555356892
195,35,stadium,492,6.198478716
195,36,beetle,533,6.278521424
195,40,plunger,782,6.661854741
195,41,mosquito,635,6.453624999
195,44,backpack,578,6.359573869
195,46,deer,644,6.467698726
195,47,bulldog,1544,7.342131731
195,49,mink,799,6.683360946
195,51,rake,667,6.502790046
195,54,donkey,472,6.156978986
195,56,cave,688,6.533788838
195,58,napkin,627,6.440946541
195,59,lawnmower,702,6.553933404
195,60,condor,579,6.361302478
195,64,tambourine,517,6.248042875
195,65,submarine,553,6.315358002
195,67,popsicle,661,6.49375384
195,68,paddle,635,6.453624999
195,71,amphitheater,855,6.751101469
196,8,bear,383,5.948034989
196,15,spoon,429,6.061456919
196,18,treadmill,654,6.483107351
196,19,ferret,414,6.025865974
196,21,ladle,492,6.198478716
196,23,zipper,364,5.897153868
196,25,buffalo,372,5.918893854
196,26,skyscraper,476,6.165417854
196,31,lotion,492,6.198478716
196,35,stadium,512,6.238324625
196,36,beetle,422,6.045005314
196,40,plunger,676,6.516193076
196,41,mosquito,407,6.008813185
196,47,bulldog,496,6.206575927
196,49,mink,523,6.259581464
196,51,rake,563,6.333279628
196,56,cave,301,5.707110265
196,58,napkin,366,5.902633333
196,65,submarine,712,6.568077911
196,68,paddle,592,6.383506635
196,71,amphitheater,611,6.415096959
230,8,bear,845,6.739336627
230,9,crayon,1366,7.21964204
230,15,spoon,1011,6.918695219
230,17,leech,1770,7.478734826
230,21,ladle,1599,7.377133713
230,23,zipper,2450,7.803843304
230,25,buffalo,1346,7.20489251
230,26,skyscraper,1451,7.280008253
230,30,pistol,1422,7.25981961
230,31,lotion,1300,7.170119543
230,35,stadium,1345,7.204149292
230,40,plunger,919,6.823286122
230,41,mosquito,988,6.895682698
230,44,backpack,917,6.821107472
230,46,deer,552,6.313548046
230,47,bulldog,1773,7.480428306
230,54,donkey,751,6.621405652
230,56,cave,813,6.70073111
230,58,napkin,898,6.800170068
230,65,submarine,1051,6.957497371
231,8,bear,620,6.429719478
231,12,eggbeater,793,6.675823222
231,15,spoon,538,6.28785856
231,17,leech,993,6.900730664
231,18,treadmill,1087,6.991176887
231,21,ladle,828,6.719013154
231,23,zipper,762,6.635946556
231,25,buffalo,626,6.439350371
231,26,skyscraper,836,6.728628613
231,30,pistol,1387,7.23489842
231,31,lotion,761,6.634633358
231,35,stadium,1021,6.928537818
231,36,beetle,882,6.782192056
231,41,mosquito,1051,6.957497371
231,44,backpack,1043,6.949856455
231,46,deer,677,6.517671273
231,49,mink,751,6.621405652
231,51,rake,1372,7.224024808
231,54,donkey,612,6.416732283
231,56,cave,611,6.415096959
231,58,napkin,568,6.342121419
231,60,condor,1351,7.208600338
231,64,tambourine,1735,7.458762692
231,65,submarine,1176,7.069874128
231,67,popsicle,1276,7.151485464
231,68,paddle,855,6.751101469
231,71,amphitheater,1122,7.022868086
